age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency
38,125.2,193.6,33.4,male,endurance,beginner,Running + Cycling,45,676.1,4
23,67.9,164.5,25.09,male,weight_loss,beginner,Cardio + HIIT,25,175.7,4
62,85.4,189.2,23.86,male,endurance,intermediate,Running + Cycling,59,529.1,5
52,98.9,190.2,27.34,male,endurance,intermediate,Running + Cycling,54,594.1,4
18,130.0,199.3,32.73,male,weight_loss,intermediate,Cardio + HIIT,57,785.5,4
48,53.9,179.9,16.65,male,muscle_gain,intermediate,Strength Training,51,208.5,4
43,87.4,154.1,36.8,female,weight_loss,beginner,Cardio + HIIT,25,204.3,4
62,77.7,182.3,23.38,male,endurance,advanced,Running + Cycling,61,497.7,5
23,118.6,181.2,36.12,male,weight_loss,intermediate,Cardio + HIIT,58,712.0,4
49,85.5,181.9,25.84,female,general_fitness,intermediate,Mixed Training,40,283.7,5
50,54.4,165.4,19.89,male,muscle_gain,intermediate,Strength Training,46,187.7,4
47,98.9,193.0,26.55,male,weight_loss,advanced,Cardio + HIIT,56,506.8,5
39,110.5,198.0,28.19,male,muscle_gain,advanced,Strength Training,61,536.4,5
29,45.2,160.9,17.46,female,muscle_gain,intermediate,Strength Training,58,219.6,5
47,118.0,154.4,49.5,male,muscle_gain,beginner,Strength Training,37,332.9,4
61,60.8,159.7,23.84,female,endurance,intermediate,Running + Cycling,44,282.6,4
58,91.9,191.0,25.19,male,muscle_gain,intermediate,Strength Training,58,382.0,4
31,80.3,183.8,23.77,male,weight_loss,advanced,Cardio + HIIT,55,439.4,6
19,106.2,181.8,32.13,male,weight_loss,beginner,Cardio + HIIT,25,280.1,4
52,76.5,170.1,26.44,female,endurance,advanced,Running + Cycling,72,612.8,6
36,118.9,178.9,37.15,female,endurance,intermediate,Running + Cycling,40,576.7,5
29,107.1,165.4,39.15,female,muscle_gain,advanced,Strength Training,59,529.2,5
46,100.1,173.9,33.1,female,flexibility,beginner,Yoga + Stretching,33,152.0,4
63,112.7,189.7,31.32,male,muscle_gain,advanced,Strength Training,66,517.6,5
33,109.1,199.1,27.52,female,flexibility,advanced,Yoga + Stretching,63,338.5,6
22,48.1,196.6,12.44,male,muscle_gain,advanced,Strength Training,72,300.1,6
25,78.6,196.7,20.31,female,weight_loss,beginner,Cardio + HIIT,35,282.0,4
22,124.1,170.1,42.89,male,general_fitness,beginner,Mixed Training,25,295.8,4
48,55.7,173.4,18.52,male,muscle_gain,intermediate,Strength Training,58,245.0,4
38,107.7,185.3,31.37,male,flexibility,beginner,Yoga + Stretching,34,175.8,3
36,127.8,196.1,33.23,male,weight_loss,beginner,Cardio + HIIT,26,322.3,3
34,49.4,157.1,20.02,male,endurance,beginner,Running + Cycling,31,187.6,4
63,103.0,165.2,37.74,female,general_fitness,intermediate,Mixed Training,59,465.1,4
34,84.8,157.0,34.4,male,weight_loss,intermediate,Cardio + HIIT,41,340.7,5
51,94.2,180.6,28.88,male,flexibility,beginner,Yoga + Stretching,43,181.3,4
44,52.3,165.3,19.14,female,endurance,beginner,Running + Cycling,30,182.4,3
33,48.7,166.3,17.61,male,endurance,intermediate,Running + Cycling,49,293.8,5
17,101.7,153.5,43.16,female,muscle_gain,intermediate,Strength Training,48,433.2,5
16,115.0,167.5,40.99,female,general_fitness,beginner,Mixed Training,32,360.9,3
62,111.5,193.1,29.9,female,weight_loss,beginner,Cardio + HIIT,35,327.8,4
20,91.2,161.7,34.88,female,weight_loss,advanced,Cardio + HIIT,63,603.3,6
35,53.5,184.8,15.67,male,general_fitness,advanced,Mixed Training,74,353.8,5
26,103.5,181.5,31.42,male,flexibility,advanced,Yoga + Stretching,74,390.6,5
57,65.6,193.2,17.57,male,weight_loss,advanced,Cardio + HIIT,63,357.5,6
17,122.4,156.6,49.91,female,muscle_gain,beginner,Strength Training,32,347.6,3
18,116.3,198.9,29.4,male,muscle_gain,intermediate,Strength Training,54,554.8,5
38,105.3,179.1,32.83,male,muscle_gain,intermediate,Strength Training,41,345.4,4
27,125.7,199.8,31.49,male,weight_loss,intermediate,Cardio + HIIT,40,510.3,5
35,47.7,195.6,12.47,female,endurance,beginner,Running + Cycling,33,191.8,3
20,107.6,161.1,41.46,male,weight_loss,intermediate,Cardio + HIIT,48,542.3,4
52,73.1,152.8,31.31,female,flexibility,intermediate,Yoga + Stretching,52,169.2,5
53,122.0,162.8,46.03,male,flexibility,beginner,Yoga + Stretching,32,172.8,3
45,67.7,176.4,21.76,male,muscle_gain,advanced,Strength Training,75,391.4,5
24,106.6,158.6,42.38,male,weight_loss,beginner,Cardio + HIIT,29,318.4,4
49,119.6,158.4,47.67,female,weight_loss,beginner,Cardio + HIIT,27,292.2,3
59,48.5,173.1,16.19,female,muscle_gain,beginner,Strength Training,45,155.5,3
50,78.8,151.7,34.24,male,endurance,beginner,Running + Cycling,28,248.2,3
37,109.8,156.1,45.06,male,muscle_gain,beginner,Strength Training,41,362.0,4
59,83.7,170.8,28.69,female,endurance,advanced,Running + Cycling,70,626.2,5
39,67.7,153.2,28.85,male,muscle_gain,intermediate,Strength Training,55,296.3,5
32,63.7,169.8,22.09,male,muscle_gain,intermediate,Strength Training,59,310.1,5
25,56.2,173.7,18.63,male,weight_loss,beginner,Cardio + HIIT,27,155.5,3
45,117.9,172.6,39.58,male,weight_loss,intermediate,Cardio + HIIT,45,490.8,5
61,93.9,193.5,25.08,male,weight_loss,advanced,Cardio + HIIT,55,436.4,6
38,51.5,176.5,16.53,male,muscle_gain,intermediate,Strength Training,60,247.2,5
47,77.5,173.4,25.78,male,general_fitness,intermediate,Mixed Training,55,357.5,5
32,76.3,170.5,26.25,female,flexibility,advanced,Yoga + Stretching,69,260.6,5
32,60.4,190.9,16.57,male,weight_loss,advanced,Cardio + HIIT,61,364.8,5
29,82.0,194.8,21.61,female,weight_loss,intermediate,Cardio + HIIT,41,337.9,4
24,73.2,192.7,19.71,male,weight_loss,beginner,Cardio + HIIT,34,256.3,4
55,74.1,183.7,21.96,female,muscle_gain,intermediate,Strength Training,54,291.8,5
17,107.8,156.9,43.79,male,muscle_gain,intermediate,Strength Training,45,430.5,4
60,64.0,163.8,23.85,female,muscle_gain,intermediate,Strength Training,41,185.9,5
40,99.6,152.3,42.94,male,weight_loss,advanced,Cardio + HIIT,71,671.8,5
54,93.5,196.5,24.22,female,weight_loss,intermediate,Cardio + HIIT,40,329.1,5
24,93.3,183.0,27.86,male,weight_loss,advanced,Cardio + HIIT,55,528.5,5
37,101.4,187.3,28.9,male,weight_loss,beginner,Cardio + HIIT,28,274.0,3
58,91.6,165.6,33.4,female,endurance,beginner,Running + Cycling,44,433.3,3
61,119.7,192.3,32.37,female,weight_loss,beginner,Cardio + HIIT,40,404.6,4
19,102.4,163.0,38.54,male,muscle_gain,advanced,Strength Training,62,558.2,5
41,91.5,150.1,40.61,female,endurance,advanced,Running + Cycling,55,594.5,6
44,115.5,168.8,40.54,male,general_fitness,intermediate,Mixed Training,58,571.1,5
60,96.5,178.5,30.29,male,general_fitness,intermediate,Mixed Training,50,375.9,4
49,69.7,173.9,23.05,female,endurance,intermediate,Running + Cycling,56,441.5,4
38,62.6,193.1,16.79,male,weight_loss,advanced,Cardio + HIIT,64,384.6,6
52,57.9,155.3,24.01,female,endurance,advanced,Running + Cycling,66,425.1,6
26,121.5,177.7,38.48,male,flexibility,intermediate,Yoga + Stretching,48,297.4,4
21,105.4,175.6,34.18,female,weight_loss,intermediate,Cardio + HIIT,46,506.7,4
33,124.7,164.1,46.31,male,muscle_gain,beginner,Strength Training,36,368.5,4
36,96.3,191.1,26.37,female,general_fitness,intermediate,Mixed Training,54,462.4,4
57,85.2,187.6,24.21,female,muscle_gain,intermediate,Strength Training,47,288.7,4
51,50.1,186.6,14.39,male,weight_loss,beginner,Cardio + HIIT,41,183.8,3
56,102.1,193.8,27.18,female,weight_loss,advanced,Cardio + HIIT,59,524.1,5
53,94.5,186.1,27.29,male,muscle_gain,intermediate,Strength Training,53,369.4,5
49,129.2,161.6,49.47,female,weight_loss,advanced,Cardio + HIIT,56,654.8,6
32,65.3,185.3,19.02,female,endurance,beginner,Running + Cycling,40,323.2,3
52,90.1,165.4,32.93,male,endurance,intermediate,Running + Cycling,56,561.3,4
40,100.3,162.1,38.17,female,weight_loss,intermediate,Cardio + HIIT,42,400.2,5
53,99.8,153.7,42.25,male,general_fitness,beginner,Mixed Training,25,202.4,4
27,92.7,187.2,26.45,male,muscle_gain,intermediate,Strength Training,57,446.9,5
38,111.0,185.6,32.22,male,weight_loss,beginner,Cardio + HIIT,42,447.6,4
57,62.4,161.7,23.87,female,flexibility,beginner,Yoga + Stretching,28,80.0,4
37,106.7,187.5,30.35,male,flexibility,beginner,Yoga + Stretching,39,200.8,3
36,97.7,195.9,25.46,female,endurance,beginner,Running + Cycling,43,509.4,3
42,121.2,155.4,50.19,male,general_fitness,intermediate,Mixed Training,58,605.7,5
46,117.0,161.6,44.8,female,endurance,beginner,Running + Cycling,34,457.5,4
21,71.8,187.5,20.42,male,general_fitness,intermediate,Mixed Training,44,302.6,4
42,68.5,163.7,25.56,female,muscle_gain,advanced,Strength Training,73,391.7,6
55,128.4,181.2,39.11,male,endurance,intermediate,Running + Cycling,50,702.2,5
49,89.8,154.1,37.82,male,general_fitness,advanced,Mixed Training,61,454.4,5
27,122.0,172.6,40.95,male,endurance,intermediate,Running + Cycling,44,681.1,4
60,58.9,187.0,16.84,female,weight_loss,intermediate,Cardio + HIIT,59,295.4,4
22,99.6,184.3,29.32,male,muscle_gain,beginner,Strength Training,36,310.8,3
25,113.8,190.8,31.26,female,endurance,advanced,Running + Cycling,73,800.0,6
60,125.5,193.9,33.38,male,weight_loss,advanced,Cardio + HIIT,69,736.1,5
32,73.7,188.7,20.7,female,general_fitness,beginner,Mixed Training,36,240.8,4
41,106.6,183.6,31.62,male,weight_loss,beginner,Cardio + HIIT,28,282.1,4
36,90.8,151.6,39.51,male,weight_loss,beginner,Cardio + HIIT,36,317.1,4
43,50.2,176.7,16.08,male,general_fitness,intermediate,Mixed Training,57,245.2,5
61,103.6,151.9,44.9,male,muscle_gain,intermediate,Strength Training,56,408.5,4
17,103.7,190.4,28.61,male,weight_loss,intermediate,Cardio + HIIT,58,640.6,5
58,124.1,166.0,45.04,female,endurance,beginner,Running + Cycling,40,533.6,4
16,87.3,178.1,27.52,female,endurance,advanced,Running + Cycling,65,759.0,6
51,64.6,164.0,24.02,female,weight_loss,beginner,Cardio + HIIT,26,150.3,3
41,48.8,189.1,13.65,male,general_fitness,beginner,Mixed Training,40,169.1,3
44,80.3,194.3,21.27,male,muscle_gain,intermediate,Strength Training,40,248.9,4
36,70.7,169.9,24.49,female,endurance,beginner,Running + Cycling,41,351.5,3
26,109.7,193.1,29.42,male,muscle_gain,beginner,Strength Training,42,391.6,3
55,75.1,163.4,28.13,female,endurance,beginner,Running + Cycling,37,303.9,4
26,125.7,176.7,40.26,male,weight_loss,intermediate,Cardio + HIIT,44,564.1,4
51,126.8,192.9,34.08,female,weight_loss,advanced,Cardio + HIIT,60,680.9,6
64,97.8,166.3,35.36,male,muscle_gain,advanced,Strength Training,55,372.0,5
54,123.9,197.7,31.7,female,flexibility,intermediate,Yoga + Stretching,49,267.1,5
55,109.7,156.1,45.02,male,weight_loss,beginner,Cardio + HIIT,29,278.4,3
50,91.5,150.9,40.18,female,endurance,intermediate,Running + Cycling,40,411.8,5
49,60.3,195.2,15.83,male,flexibility,intermediate,Yoga + Stretching,50,136.4,4
62,84.0,153.4,35.7,female,weight_loss,beginner,Cardio + HIIT,31,218.7,4
39,92.7,199.6,23.27,female,weight_loss,beginner,Cardio + HIIT,42,371.8,4
37,118.4,197.6,30.32,male,muscle_gain,beginner,Strength Training,45,428.5,4
20,85.9,156.9,34.89,male,endurance,advanced,Running + Cycling,74,800.0,6
48,121.3,176.9,38.76,male,weight_loss,beginner,Cardio + HIIT,45,496.7,4
51,102.3,159.2,40.36,male,muscle_gain,advanced,Strength Training,64,488.3,6
62,56.6,171.4,19.27,male,endurance,beginner,Running + Cycling,39,231.8,3
35,129.6,153.1,55.29,male,endurance,beginner,Running + Cycling,28,442.3,3
34,89.8,161.2,34.56,male,weight_loss,intermediate,Cardio + HIIT,55,484.0,5
50,78.3,168.2,27.68,female,muscle_gain,intermediate,Strength Training,54,317.1,5
58,101.0,171.9,34.18,female,flexibility,beginner,Yoga + Stretching,39,169.4,4
32,54.3,198.9,13.73,male,general_fitness,beginner,Mixed Training,36,177.4,4
60,99.1,190.4,27.34,female,general_fitness,beginner,Mixed Training,32,247.1,4
58,87.4,186.9,25.02,female,endurance,beginner,Running + Cycling,32,300.7,4
49,79.6,176.9,25.44,male,muscle_gain,beginner,Strength Training,42,252.1,4
24,126.0,192.0,34.18,male,muscle_gain,advanced,Strength Training,60,648.9,5
41,89.4,167.0,32.06,male,weight_loss,intermediate,Cardio + HIIT,44,371.7,5
17,63.6,185.4,18.5,female,weight_loss,intermediate,Cardio + HIIT,41,277.7,5
24,84.0,199.7,21.06,female,endurance,beginner,Running + Cycling,36,389.3,3
24,123.1,165.7,44.83,male,weight_loss,beginner,Cardio + HIIT,28,355.0,3
55,60.0,183.7,17.78,female,weight_loss,beginner,Cardio + HIIT,37,194.2,4
32,63.2,192.2,17.11,male,general_fitness,intermediate,Mixed Training,56,321.2,4
16,46.1,195.8,12.02,male,weight_loss,intermediate,Cardio + HIIT,55,271.3,4
40,46.2,185.9,13.37,female,weight_loss,beginner,Cardio + HIIT,33,144.8,3
58,115.5,164.2,42.84,female,weight_loss,advanced,Cardio + HIIT,55,546.3,6
55,107.2,166.3,38.76,male,endurance,intermediate,Running + Cycling,54,633.2,5
57,75.2,151.0,32.98,male,endurance,beginner,Running + Cycling,36,292.7,3
40,104.4,188.0,29.54,female,muscle_gain,beginner,Strength Training,29,239.7,4
54,78.6,152.1,33.98,female,muscle_gain,intermediate,Strength Training,57,328.5,5
50,126.0,193.2,33.76,female,flexibility,advanced,Yoga + Stretching,74,419.6,6
18,127.2,155.9,52.34,male,flexibility,beginner,Yoga + Stretching,26,175.3,3
52,78.4,158.6,31.17,male,general_fitness,beginner,Mixed Training,28,179.1,3
59,117.6,173.8,38.93,male,flexibility,intermediate,Yoga + Stretching,54,271.5,4
59,110.7,186.9,31.69,male,endurance,beginner,Running + Cycling,30,354.9,3
45,71.3,157.0,28.93,female,weight_loss,intermediate,Cardio + HIIT,51,336.4,5
53,64.7,172.0,21.87,male,weight_loss,intermediate,Cardio + HIIT,57,326.4,5
49,83.9,174.1,27.68,male,weight_loss,beginner,Cardio + HIIT,44,334.1,4
27,111.4,160.6,43.19,male,endurance,beginner,Running + Cycling,28,395.7,3
34,126.6,155.8,52.16,male,flexibility,intermediate,Yoga + Stretching,40,248.1,4
52,109.9,191.8,29.87,female,muscle_gain,beginner,Strength Training,39,317.9,4
59,117.7,175.1,38.39,female,weight_loss,beginner,Cardio + HIIT,42,422.7,3
64,96.3,150.7,42.4,male,muscle_gain,advanced,Strength Training,68,452.9,5
32,116.0,190.1,32.1,female,general_fitness,beginner,Mixed Training,27,284.2,4
25,111.7,199.0,28.21,female,endurance,intermediate,Running + Cycling,54,772.8,4
64,77.0,180.3,23.69,female,flexibility,beginner,Yoga + Stretching,29,92.7,3
62,91.9,175.2,29.94,male,flexibility,intermediate,Yoga + Stretching,42,162.1,5
27,113.4,193.9,30.16,male,general_fitness,beginner,Mixed Training,31,327.1,3
31,48.9,197.6,12.52,male,flexibility,advanced,Yoga + Stretching,60,146.0,6
39,113.7,187.7,32.27,female,endurance,intermediate,Running + Cycling,40,542.9,5
34,60.1,172.3,20.24,female,weight_loss,beginner,Cardio + HIIT,43,253.3,3
23,88.7,179.6,27.5,male,weight_loss,intermediate,Cardio + HIIT,46,422.3,5
46,113.7,185.0,33.22,male,muscle_gain,beginner,Strength Training,28,244.1,3
36,66.6,159.7,26.11,male,weight_loss,intermediate,Cardio + HIIT,51,329.5,4
32,65.9,172.4,22.17,male,general_fitness,advanced,Mixed Training,74,442.6,5
38,79.2,191.5,21.6,female,weight_loss,intermediate,Cardio + HIIT,57,433.4,4
52,121.0,182.7,36.25,male,general_fitness,beginner,Mixed Training,33,325.8,3
31,45.0,170.6,15.46,male,muscle_gain,intermediate,Strength Training,58,216.4,4
21,121.6,183.2,36.23,female,muscle_gain,beginner,Strength Training,28,296.5,3
23,58.1,155.9,23.9,male,general_fitness,advanced,Mixed Training,55,303.2,5
40,129.2,170.1,44.65,female,muscle_gain,intermediate,Strength Training,48,491.0,4
33,126.2,189.7,35.07,male,muscle_gain,beginner,Strength Training,39,404.0,4
40,87.0,161.0,33.56,female,weight_loss,beginner,Cardio + HIIT,32,264.5,4
27,88.6,159.3,34.91,male,endurance,advanced,Running + Cycling,69,775.6,5
30,85.9,197.5,22.02,female,weight_loss,advanced,Cardio + HIIT,69,592.7,5
41,99.0,160.5,38.43,male,endurance,beginner,Running + Cycling,42,491.2,3
56,52.7,163.0,19.84,male,endurance,beginner,Running + Cycling,31,177.7,4
60,47.8,198.5,12.13,female,endurance,intermediate,Running + Cycling,57,289.5,5
41,49.9,186.7,14.32,male,endurance,beginner,Running + Cycling,40,235.8,3
62,82.8,185.0,24.19,female,muscle_gain,beginner,Strength Training,26,150.7,3
47,68.4,192.6,18.44,male,muscle_gain,beginner,Strength Training,28,146.0,3
25,97.9,155.8,40.33,male,flexibility,beginner,Yoga + Stretching,44,220.8,4
31,129.4,185.3,37.69,female,muscle_gain,intermediate,Strength Training,55,590.1,4
22,77.8,175.2,25.35,female,muscle_gain,advanced,Strength Training,57,384.3,6
32,93.8,191.5,25.58,female,muscle_gain,intermediate,Strength Training,41,317.3,5
38,80.3,175.4,26.1,female,general_fitness,beginner,Mixed Training,27,190.8,3
41,117.0,181.0,35.71,male,muscle_gain,intermediate,Strength Training,44,405.4,5
36,121.7,173.9,40.24,female,muscle_gain,intermediate,Strength Training,41,403.3,4
37,119.6,173.9,39.55,male,endurance,beginner,Running + Cycling,43,620.4,4
22,127.8,188.4,36.01,male,endurance,advanced,Running + Cycling,74,800.0,6
29,47.3,181.4,14.37,male,weight_loss,intermediate,Cardio + HIIT,41,194.9,4
30,116.4,181.7,35.26,male,muscle_gain,advanced,Strength Training,56,543.2,5
22,108.9,172.5,36.6,female,endurance,intermediate,Running + Cycling,59,800.0,5
24,64.4,176.6,20.65,male,general_fitness,intermediate,Mixed Training,57,346.6,5
63,126.3,187.3,36.0,female,endurance,beginner,Running + Cycling,44,580.0,4
23,57.6,191.3,15.74,male,muscle_gain,intermediate,Strength Training,60,298.1,4
38,102.8,184.8,30.1,male,weight_loss,beginner,Cardio + HIIT,38,375.0,3
44,64.1,196.2,16.65,male,general_fitness,advanced,Mixed Training,69,377.1,5
33,81.7,191.0,22.4,female,flexibility,advanced,Yoga + Stretching,66,265.6,5
46,106.1,178.1,33.45,male,weight_loss,advanced,Cardio + HIIT,65,634.5,6
45,92.9,183.6,27.56,female,weight_loss,intermediate,Cardio + HIIT,50,429.7,5
54,81.3,196.3,21.1,male,endurance,advanced,Running + Cycling,61,545.5,6
50,72.7,181.0,22.19,male,muscle_gain,beginner,Strength Training,36,196.3,4
33,116.4,191.2,31.84,female,muscle_gain,intermediate,Strength Training,55,525.5,5
57,57.2,184.4,16.82,female,weight_loss,intermediate,Cardio + HIIT,44,217.7,4
54,81.6,177.6,25.87,male,weight_loss,intermediate,Cardio + HIIT,41,294.4,4
32,121.8,162.1,46.35,female,muscle_gain,intermediate,Strength Training,55,552.7,5
29,116.9,171.3,39.84,female,endurance,beginner,Running + Cycling,39,572.7,4
46,79.1,198.4,20.1,female,muscle_gain,beginner,Strength Training,35,212.3,4
39,109.9,182.9,32.85,female,muscle_gain,advanced,Strength Training,60,524.8,6
50,115.0,178.2,36.21,female,weight_loss,intermediate,Cardio + HIIT,52,538.2,5
59,120.6,196.6,31.2,male,muscle_gain,beginner,Strength Training,43,369.5,4
60,91.3,179.3,28.4,female,weight_loss,advanced,Cardio + HIIT,64,496.7,6
49,62.4,176.3,20.08,male,muscle_gain,advanced,Strength Training,73,343.5,6
18,66.7,188.0,18.87,female,endurance,beginner,Running + Cycling,29,256.3,3
52,70.1,185.6,20.35,male,weight_loss,advanced,Cardio + HIIT,75,467.9,6
58,95.5,159.7,37.44,male,weight_loss,advanced,Cardio + HIIT,61,501.0,6
55,47.8,173.6,15.86,female,weight_loss,advanced,Cardio + HIIT,65,271.9,5
41,99.1,173.6,32.88,male,muscle_gain,advanced,Strength Training,68,530.7,5
38,76.0,168.9,26.64,male,general_fitness,intermediate,Mixed Training,60,401.3,5
59,70.1,175.9,22.66,female,weight_loss,beginner,Cardio + HIIT,40,239.7,3
54,119.8,170.7,41.11,female,general_fitness,beginner,Mixed Training,42,405.9,3
30,84.1,160.0,32.85,female,weight_loss,beginner,Cardio + HIIT,45,378.4,4
64,53.1,170.6,18.24,male,flexibility,intermediate,Yoga + Stretching,43,94.8,4
19,115.3,153.6,48.87,female,muscle_gain,beginner,Strength Training,25,253.4,4
44,49.0,178.8,15.33,male,endurance,beginner,Running + Cycling,39,222.2,4
37,106.8,192.7,28.76,male,muscle_gain,beginner,Strength Training,38,326.4,4
40,110.8,186.3,31.92,female,muscle_gain,beginner,Strength Training,43,377.2,3
28,75.0,168.0,26.57,female,flexibility,advanced,Yoga + Stretching,59,223.5,5
33,115.1,154.4,48.28,male,flexibility,beginner,Yoga + Stretching,28,158.7,4
48,88.8,160.1,34.64,male,muscle_gain,intermediate,Strength Training,52,350.2,5
31,84.4,177.3,26.85,male,weight_loss,intermediate,Cardio + HIIT,57,478.7,4
60,48.9,160.4,19.01,male,weight_loss,beginner,Cardio + HIIT,36,149.6,4
57,69.7,177.2,22.2,male,flexibility,advanced,Yoga + Stretching,75,226.1,5
59,124.1,161.6,47.52,female,muscle_gain,intermediate,Strength Training,54,477.5,4
17,78.3,192.4,21.15,female,muscle_gain,beginner,Strength Training,33,229.3,3
50,91.5,169.9,31.7,female,endurance,beginner,Running + Cycling,28,288.2,3
57,90.2,162.3,34.24,male,general_fitness,beginner,Mixed Training,29,207.4,3
49,95.2,190.6,26.21,female,endurance,beginner,Running + Cycling,33,355.4,3
45,50.2,167.1,17.98,male,flexibility,beginner,Yoga + Stretching,37,85.9,4
28,75.8,155.6,31.31,male,flexibility,intermediate,Yoga + Stretching,49,187.6,5
28,106.5,178.5,33.43,male,muscle_gain,advanced,Strength Training,70,627.5,5
33,62.0,179.1,19.33,female,weight_loss,intermediate,Cardio + HIIT,52,317.6,4
47,62.3,185.7,18.07,female,flexibility,beginner,Yoga + Stretching,28,80.0,4
47,45.9,162.0,17.49,male,muscle_gain,beginner,Strength Training,45,157.5,4
50,82.2,172.2,27.72,male,general_fitness,intermediate,Mixed Training,52,352.6,5
54,120.0,164.1,44.56,male,weight_loss,beginner,Cardio + HIIT,45,475.2,4
61,49.4,154.0,20.83,female,weight_loss,beginner,Cardio + HIIT,32,133.6,4
44,61.2,193.8,16.29,male,general_fitness,advanced,Mixed Training,67,349.6,6
64,71.4,186.4,20.55,male,endurance,beginner,Running + Cycling,39,288.9,4
44,107.2,165.1,39.33,female,muscle_gain,advanced,Strength Training,74,614.8,6
59,99.5,180.0,30.71,male,flexibility,beginner,Yoga + Stretching,44,187.2,3
31,80.4,160.1,31.37,male,endurance,advanced,Running + Cycling,67,670.0,6
59,109.5,194.5,28.95,male,muscle_gain,intermediate,Strength Training,44,343.3,4
62,96.8,155.7,39.93,female,weight_loss,intermediate,Cardio + HIIT,45,365.9,5
25,121.2,150.2,53.72,male,flexibility,beginner,Yoga + Stretching,29,180.1,4
45,114.5,175.1,37.35,female,general_fitness,advanced,Mixed Training,67,650.5,6
40,66.5,179.2,20.71,female,weight_loss,advanced,Cardio + HIIT,59,372.7,6
54,68.1,178.9,21.28,male,general_fitness,intermediate,Mixed Training,52,285.7,5
35,55.7,152.7,23.89,male,general_fitness,intermediate,Mixed Training,59,293.7,4
20,73.6,165.7,26.81,male,muscle_gain,intermediate,Strength Training,47,302.7,5
16,130.0,175.0,42.45,male,endurance,beginner,Running + Cycling,33,573.8,3
45,79.5,160.8,30.75,female,muscle_gain,intermediate,Strength Training,60,367.7,4
64,63.7,193.6,17.0,female,weight_loss,advanced,Cardio + HIIT,73,386.0,6
18,109.8,154.4,46.06,male,endurance,beginner,Running + Cycling,44,640.1,3
60,91.1,174.4,29.95,male,general_fitness,beginner,Mixed Training,39,276.8,4
29,57.7,184.6,16.93,male,endurance,intermediate,Running + Cycling,49,355.2,5
45,77.4,163.1,29.1,male,muscle_gain,intermediate,Strength Training,50,298.3,5
19,80.2,181.2,24.43,female,weight_loss,beginner,Cardio + HIIT,29,245.4,3
33,109.1,191.5,29.75,male,weight_loss,beginner,Cardio + HIIT,33,354.6,4
52,46.8,159.5,18.4,female,muscle_gain,beginner,Strength Training,35,121.5,3
40,67.9,195.9,17.69,male,weight_loss,advanced,Cardio + HIIT,73,470.9,6
63,89.0,177.7,28.18,female,endurance,beginner,Running + Cycling,26,241.5,4
16,67.9,165.0,24.94,female,muscle_gain,intermediate,Strength Training,45,272.4,4
61,98.4,171.5,33.46,male,flexibility,beginner,Yoga + Stretching,45,187.1,3
30,86.0,165.6,31.36,male,muscle_gain,advanced,Strength Training,55,394.2,5
24,75.7,186.3,21.81,male,endurance,advanced,Running + Cycling,57,555.5,5
30,125.7,189.8,34.89,male,muscle_gain,beginner,Strength Training,27,282.8,3
64,98.7,191.6,26.89,female,weight_loss,beginner,Cardio + HIIT,38,311.3,3
39,56.0,199.3,14.1,female,weight_loss,advanced,Cardio + HIIT,74,395.8,6
19,92.6,189.6,25.76,female,weight_loss,beginner,Cardio + HIIT,29,283.3,3
27,111.4,180.1,34.34,female,general_fitness,beginner,Mixed Training,41,425.0,4
52,105.2,167.0,37.72,male,weight_loss,advanced,Cardio + HIIT,69,646.0,6
52,59.6,177.2,18.98,female,endurance,advanced,Running + Cycling,60,397.8,6
58,127.7,152.1,55.2,female,general_fitness,intermediate,Mixed Training,53,533.6,5
21,83.1,187.2,23.71,male,flexibility,beginner,Yoga + Stretching,38,165.0,4
54,58.5,172.3,19.71,male,weight_loss,beginner,Cardio + HIIT,41,211.1,3
61,60.3,151.0,26.45,male,general_fitness,beginner,Mixed Training,32,149.5,4
39,53.3,153.1,22.74,male,weight_loss,advanced,Cardio + HIIT,62,315.6,6
26,113.3,169.4,39.48,male,muscle_gain,advanced,Strength Training,73,703.0,6
28,55.4,179.2,17.25,female,general_fitness,advanced,Mixed Training,63,323.1,5
49,55.6,173.2,18.53,female,endurance,beginner,Running + Cycling,35,220.1,3
40,117.3,181.0,35.8,male,muscle_gain,intermediate,Strength Training,52,482.9,4
22,74.3,174.0,24.54,male,weight_loss,beginner,Cardio + HIIT,37,285.9,3
19,47.6,183.1,14.2,female,muscle_gain,beginner,Strength Training,43,179.9,4
23,49.4,161.0,19.06,female,muscle_gain,advanced,Strength Training,75,319.6,5
35,57.1,155.6,23.58,male,muscle_gain,beginner,Strength Training,43,199.5,4
44,63.1,179.8,19.52,female,general_fitness,intermediate,Mixed Training,44,236.7,4
60,101.5,174.2,33.45,female,general_fitness,intermediate,Mixed Training,55,435.0,4
61,58.4,151.3,25.51,female,general_fitness,advanced,Mixed Training,63,285.0,5
25,55.1,169.0,19.29,male,muscle_gain,advanced,Strength Training,74,348.3,5
58,110.0,155.3,45.61,male,endurance,advanced,Running + Cycling,57,674.0,6
49,102.0,176.6,32.71,female,general_fitness,intermediate,Mixed Training,58,490.8,4
41,82.0,169.8,28.44,male,general_fitness,beginner,Mixed Training,29,206.0,4
56,91.7,180.7,28.08,female,muscle_gain,intermediate,Strength Training,47,312.5,5
