age,weight_kg,height_cm,bmi,gender,goal,experience,workout_type,duration_min,calories_burned,weekly_frequency,bmi_category,age_group,fitness_score
34,58.0,152.2,25.04,female,weight_loss,advanced,Cardio + HIIT,68,386.5,6,Overweight,Adult,166.0
41,65.0,156.3,26.61,male,weight_loss,intermediate,Cardio + HIIT,42,258.0,5,Overweight,Middle-aged,112.8
18,118.9,178.1,37.48,male,endurance,intermediate,Running + Cycling,46,724.7,4,Obese,Young,122.0
34,85.2,188.3,24.03,female,general_fitness,beginner,Mixed Training,31,237.3,3,Normal,Adult,72.2
35,90.5,197.0,23.32,male,muscle_gain,intermediate,Strength Training,43,316.2,4,Normal,Adult,119.1
47,60.2,150.8,26.47,female,muscle_gain,beginner,Strength Training,29,133.1,4,Overweight,Middle-aged,60.8
22,71.5,176.1,23.06,male,weight_loss,advanced,Cardio + HIIT,71,528.0,5,Normal,Young,166.0
56,64.6,173.5,21.46,male,flexibility,intermediate,Yoga + Stretching,43,120.8,4,Normal,Senior,99.6
48,62.5,182.8,18.7,male,flexibility,intermediate,Yoga + Stretching,52,147.9,5,Normal,Middle-aged,106.8
55,99.2,178.0,31.31,female,endurance,intermediate,Running + Cycling,55,596.8,4,Obese,Senior,126.5
54,66.8,184.4,19.65,male,weight_loss,beginner,Cardio + HIIT,40,235.1,4,Normal,Middle-aged,76.5
33,98.7,182.9,29.5,male,weight_loss,intermediate,Cardio + HIIT,41,398.6,4,Overweight,Adult,119.5
55,50.0,155.9,20.57,male,weight_loss,intermediate,Cardio + HIIT,57,249.4,5,Normal,Senior,119.4
16,57.1,190.0,15.82,male,endurance,intermediate,Running + Cycling,40,305.5,4,Underweight,Young,116.6
26,68.3,156.2,27.99,male,flexibility,intermediate,Yoga + Stretching,57,198.5,5,Overweight,Adult,114.4
43,95.7,184.9,27.99,male,general_fitness,beginner,Mixed Training,32,262.5,3,Overweight,Middle-aged,75.2
40,102.4,170.8,35.1,male,muscle_gain,beginner,Strength Training,35,283.7,4,Obese,Middle-aged,78.9
38,82.6,175.7,26.76,male,flexibility,advanced,Yoga + Stretching,69,273.6,6,Overweight,Adult,160.4
46,82.9,195.2,21.76,female,general_fitness,intermediate,Mixed Training,55,384.5,4,Normal,Middle-aged,126.5
45,106.6,194.5,28.18,female,weight_loss,intermediate,Cardio + HIIT,56,552.2,4,Overweight,Middle-aged,127.0
57,46.3,190.9,12.7,male,muscle_gain,advanced,Strength Training,71,237.0,6,Underweight,Senior,156.7
50,74.0,175.5,24.03,male,general_fitness,beginner,Mixed Training,36,219.8,3,Normal,Middle-aged,73.0
22,114.6,186.8,32.84,female,muscle_gain,advanced,Strength Training,64,635.6,6,Obese,Young,164.0
31,96.3,175.6,31.23,female,general_fitness,advanced,Mixed Training,74,650.0,6,Obese,Adult,166.0
41,73.7,193.5,19.68,male,general_fitness,advanced,Mixed Training,60,383.1,5,Normal,Middle-aged,162.0
63,122.0,170.1,42.16,female,endurance,advanced,Running + Cycling,62,789.5,5,Obese,Senior,163.0
64,110.7,198.5,28.09,male,flexibility,beginner,Yoga + Stretching,37,170.0,3,Overweight,Senior,68.5
17,67.5,196.6,17.46,male,endurance,beginner,Running + Cycling,26,233.6,4,Underweight,Young,69.4
16,99.8,187.1,28.51,male,endurance,intermediate,Running + Cycling,58,774.2,5,Overweight,Young,128.0
63,95.6,164.0,35.54,female,muscle_gain,beginner,Strength Training,34,226.2,3,Obese,Senior,72.6
27,79.1,156.6,32.25,male,weight_loss,beginner,Cardio + HIIT,28,224.8,4,Obese,Adult,69.5
20,76.2,192.7,20.52,female,muscle_gain,advanced,Strength Training,66,440.1,6,Normal,Young,165.0
52,74.2,158.3,29.61,male,endurance,beginner,Running + Cycling,42,346.7,3,Overweight,Middle-aged,87.0
47,97.5,192.7,26.26,male,weight_loss,advanced,Cardio + HIIT,61,544.2,6,Overweight,Middle-aged,162.5
24,82.6,174.5,27.13,male,weight_loss,advanced,Cardio + HIIT,74,629.6,6,Overweight,Young,166.0
56,115.7,170.3,39.89,female,weight_loss,advanced,Cardio + HIIT,58,583.8,6,Obese,Senior,161.0
50,101.9,195.2,26.74,male,endurance,advanced,Running + Cycling,61,699.3,5,Overweight,Middle-aged,162.5
34,50.9,180.2,15.68,male,general_fitness,advanced,Mixed Training,64,292.6,5,Underweight,Adult,160.3
63,99.4,178.8,31.09,male,general_fitness,advanced,Mixed Training,69,525.0,6,Obese,Senior,166.0
31,68.0,177.9,21.49,female,muscle_gain,intermediate,Strength Training,51,287.6,4,Normal,Adult,120.3
18,95.4,168.6,33.56,male,general_fitness,beginner,Mixed Training,25,231.7,4,Obese,Young,68.7
35,102.8,189.3,28.69,male,endurance,advanced,Running + Cycling,74,800.0,5,Overweight,Adult,166.0
39,64.6,162.6,24.43,male,muscle_gain,advanced,Strength Training,72,370.2,6,Normal,Adult,166.0
48,83.8,196.9,21.61,female,endurance,intermediate,Running + Cycling,55,524.3,5,Normal,Middle-aged,126.5
39,61.2,194.7,16.14,female,weight_loss,beginner,Cardio + HIIT,29,169.5,4,Underweight,Adult,64.4
26,49.4,166.9,17.73,female,general_fitness,intermediate,Mixed Training,58,267.9,5,Underweight,Adult,121.8
64,77.2,186.5,22.2,male,muscle_gain,beginner,Strength Training,28,149.5,3,Normal,Senior,62.0
23,75.9,178.7,23.77,male,muscle_gain,advanced,Strength Training,60,392.8,6,Normal,Young,162.0
51,129.6,166.9,46.53,female,endurance,advanced,Running + Cycling,71,800.0,6,Obese,Middle-aged,166.0
53,82.9,199.4,20.85,male,muscle_gain,beginner,Strength Training,31,189.5,3,Normal,Middle-aged,67.4
55,73.4,151.3,32.06,male,weight_loss,intermediate,Cardio + HIIT,46,295.4,4,Obese,Senior,118.5
35,94.3,162.6,35.67,male,endurance,beginner,Running + Cycling,33,379.3,4,Obese,Adult,82.5
50,52.5,176.0,16.95,female,weight_loss,intermediate,Cardio + HIIT,52,245.7,5,Underweight,Middle-aged,116.6
63,126.7,176.1,40.86,male,endurance,beginner,Running + Cycling,44,581.9,3,Obese,Senior,88.0
40,99.0,179.4,30.76,female,muscle_gain,intermediate,Strength Training,53,415.4,5,Obese,Middle-aged,125.5
50,109.2,187.6,31.03,female,endurance,beginner,Running + Cycling,40,491.4,4,Obese,Middle-aged,86.0
40,59.5,181.2,18.12,male,endurance,beginner,Running + Cycling,33,233.2,4,Underweight,Middle-aged,72.8
44,79.8,180.0,24.63,male,muscle_gain,intermediate,Strength Training,54,334.0,5,Normal,Middle-aged,126.0
33,80.9,152.7,34.7,female,endurance,beginner,Running + Cycling,29,288.9,4,Obese,Adult,76.4
61,114.9,168.8,40.33,female,endurance,intermediate,Running + Cycling,57,691.8,5,Obese,Senior,127.5
33,45.1,161.6,17.27,female,flexibility,beginner,Yoga + Stretching,45,100.0,4,Underweight,Adult,65.5
17,70.6,163.3,26.47,female,endurance,intermediate,Running + Cycling,59,554.5,5,Overweight,Young,128.5
50,128.4,177.7,40.66,male,general_fitness,advanced,Mixed Training,62,656.8,6,Obese,Middle-aged,163.0
31,85.4,160.0,33.36,female,weight_loss,advanced,Cardio + HIIT,69,586.3,5,Obese,Adult,166.0
56,77.5,164.7,28.57,male,muscle_gain,advanced,Strength Training,75,421.4,5,Overweight,Senior,166.0
51,55.2,161.9,21.06,female,general_fitness,advanced,Mixed Training,63,285.3,5,Normal,Middle-aged,159.0
48,127.8,197.4,32.8,female,muscle_gain,beginner,Strength Training,43,416.7,4,Obese,Middle-aged,87.5
19,46.7,197.2,12.01,female,weight_loss,beginner,Cardio + HIIT,30,147.8,4,Underweight,Young,62.8
48,107.7,180.5,33.06,female,muscle_gain,intermediate,Strength Training,43,351.2,5,Obese,Middle-aged,120.5
29,110.3,196.2,28.65,female,weight_loss,advanced,Cardio + HIIT,65,720.5,5,Overweight,Adult,164.5
36,65.7,189.3,18.33,male,weight_loss,advanced,Cardio + HIIT,64,407.9,5,Underweight,Adult,164.0
63,102.1,179.5,31.69,female,general_fitness,beginner,Mixed Training,27,211.0,4,Obese,Senior,67.6
35,52.9,150.3,23.42,male,muscle_gain,beginner,Strength Training,25,107.5,3,Normal,Adult,56.2
23,66.8,188.6,18.78,male,weight_loss,beginner,Cardio + HIIT,36,248.9,3,Normal,Young,75.9
22,112.0,185.1,32.69,male,general_fitness,advanced,Mixed Training,69,736.7,6,Obese,Young,166.0
18,118.5,180.8,36.25,male,general_fitness,intermediate,Mixed Training,54,621.8,5,Obese,Young,126.0
32,96.7,188.0,27.36,female,muscle_gain,beginner,Strength Training,45,359.0,3,Overweight,Adult,88.5
48,88.1,175.6,28.57,female,weight_loss,intermediate,Cardio + HIIT,53,424.9,5,Overweight,Middle-aged,125.5
63,58.5,185.2,17.06,male,flexibility,intermediate,Yoga + Stretching,46,112.3,4,Underweight,Senior,100.2
27,50.4,196.8,13.01,male,endurance,advanced,Running + Cycling,71,454.0,5,Underweight,Adult,166.0
37,55.0,168.8,19.3,male,endurance,beginner,Running + Cycling,43,285.3,3,Normal,Adult,83.0
37,64.3,185.4,18.71,female,general_fitness,advanced,Mixed Training,61,347.0,6,Normal,Adult,162.5
61,74.0,173.8,24.5,male,endurance,intermediate,Running + Cycling,42,328.3,4,Normal,Senior,119.8
45,77.4,183.7,22.94,female,weight_loss,advanced,Cardio + HIIT,57,408.1,5,Normal,Middle-aged,160.5
53,74.4,188.1,21.03,female,endurance,advanced,Running + Cycling,72,592.6,6,Normal,Middle-aged,166.0
53,65.3,152.3,28.15,male,muscle_gain,beginner,Strength Training,44,211.9,4,Overweight,Middle-aged,76.2
60,88.3,182.3,26.57,female,flexibility,beginner,Yoga + Stretching,38,142.6,3,Overweight,Senior,66.3
23,115.1,161.3,44.24,female,endurance,intermediate,Running + Cycling,42,625.4,5,Obese,Young,120.0
42,68.8,183.5,20.43,female,weight_loss,beginner,Cardio + HIIT,31,200.5,4,Normal,Middle-aged,68.6
42,125.1,173.4,41.61,male,muscle_gain,advanced,Strength Training,61,597.8,5,Obese,Middle-aged,162.5
49,119.2,188.7,33.48,male,muscle_gain,intermediate,Strength Training,44,395.5,5,Obese,Middle-aged,121.0
36,58.7,156.2,24.06,female,muscle_gain,advanced,Strength Training,57,270.5,5,Normal,Adult,154.6
45,111.8,181.3,34.01,male,endurance,beginner,Running + Cycling,42,542.9,4,Obese,Middle-aged,87.0
48,93.8,163.9,34.92,female,muscle_gain,beginner,Strength Training,39,277.4,4,Obese,Middle-aged,80.2
43,93.2,192.6,25.12,male,flexibility,intermediate,Yoga + Stretching,59,257.1,4,Overweight,Middle-aged,121.2
62,78.2,196.4,20.27,male,weight_loss,beginner,Cardio + HIIT,38,249.6,3,Normal,Senior,77.0
48,87.6,199.8,21.94,male,endurance,intermediate,Running + Cycling,43,428.5,5,Normal,Middle-aged,120.5
20,78.8,189.8,21.87,female,flexibility,advanced,Yoga + Stretching,62,256.5,6,Normal,Young,155.6
63,90.9,187.7,25.8,male,endurance,intermediate,Running + Cycling,60,569.3,5,Overweight,Senior,129.0
34,98.4,160.8,38.06,female,muscle_gain,advanced,Strength Training,67,538.4,5,Obese,Adult,165.5
19,102.3,166.8,36.77,male,general_fitness,beginner,Mixed Training,32,316.6,4,Obese,Young,80.7
50,90.3,173.3,30.07,female,weight_loss,beginner,Cardio + HIIT,39,317.0,3,Obese,Middle-aged,84.2
64,106.3,188.7,29.85,female,weight_loss,advanced,Cardio + HIIT,71,626.4,6,Overweight,Senior,166.0
32,57.0,195.7,14.88,male,muscle_gain,advanced,Strength Training,59,277.4,6,Underweight,Adult,156.2
59,63.0,159.5,24.76,male,weight_loss,intermediate,Cardio + HIIT,59,317.8,5,Normal,Senior,127.3
43,114.6,196.1,29.8,male,general_fitness,advanced,Mixed Training,58,569.7,6,Overweight,Middle-aged,161.0
45,72.4,184.8,21.2,male,weight_loss,intermediate,Cardio + HIIT,50,334.9,5,Normal,Middle-aged,124.0
44,46.9,180.5,14.4,female,flexibility,beginner,Yoga + Stretching,42,91.6,3,Underweight,Middle-aged,63.2
61,58.1,160.0,22.7,male,flexibility,beginner,Yoga + Stretching,34,83.5,3,Normal,Senior,58.4
21,64.0,152.8,27.41,male,weight_loss,advanced,Cardio + HIIT,71,474.8,5,Overweight,Young,166.0
50,126.4,178.4,39.72,female,endurance,beginner,Running + Cycling,39,554.6,4,Obese,Middle-aged,85.5
56,93.7,182.6,28.1,male,weight_loss,intermediate,Cardio + HIIT,45,366.8,4,Overweight,Senior,121.5
52,124.3,160.5,48.25,female,muscle_gain,intermediate,Strength Training,60,553.1,4,Obese,Middle-aged,129.0
39,93.9,177.8,29.7,male,weight_loss,intermediate,Cardio + HIIT,55,493.2,5,Overweight,Adult,126.5
44,85.7,192.8,23.06,female,general_fitness,intermediate,Mixed Training,54,394.5,5,Normal,Middle-aged,126.0
64,71.7,191.8,19.49,male,general_fitness,beginner,Mixed Training,32,174.6,3,Normal,Senior,66.5
61,96.5,196.4,25.02,male,weight_loss,beginner,Cardio + HIIT,33,269.1,3,Overweight,Senior,76.4
46,56.8,168.3,20.05,male,weight_loss,intermediate,Cardio + HIIT,50,261.3,4,Normal,Middle-aged,117.1
50,121.4,165.9,44.11,male,flexibility,intermediate,Yoga + Stretching,41,224.0,4,Obese,Middle-aged,108.9
48,115.5,187.5,32.85,male,weight_loss,intermediate,Cardio + HIIT,52,546.5,4,Obese,Middle-aged,125.0
36,72.0,171.6,24.45,male,general_fitness,intermediate,Mixed Training,43,275.3,4,Normal,Adult,115.0
47,126.0,154.4,52.85,female,endurance,beginner,Running + Cycling,33,475.6,3,Obese,Middle-aged,82.5
38,115.1,164.1,42.74,male,muscle_gain,advanced,Strength Training,59,543.3,6,Obese,Adult,161.5
48,101.6,170.9,34.79,female,flexibility,intermediate,Yoga + Stretching,58,268.1,4,Obese,Middle-aged,121.8
18,55.3,164.6,20.41,male,muscle_gain,beginner,Strength Training,27,131.9,4,Normal,Young,59.7
33,85.6,166.6,30.84,female,general_fitness,intermediate,Mixed Training,60,463.7,5,Obese,Adult,129.0
40,88.0,164.7,32.44,male,general_fitness,advanced,Mixed Training,57,436.8,6,Obese,Middle-aged,160.5
57,64.8,152.1,28.01,male,weight_loss,advanced,Cardio + HIIT,60,336.3,5,Overweight,Senior,162.0
46,51.8,181.9,15.66,male,weight_loss,beginner,Cardio + HIIT,34,162.0,3,Underweight,Middle-aged,66.2
18,111.0,179.9,34.3,male,general_fitness,intermediate,Mixed Training,44,474.6,5,Obese,Young,121.0
55,55.4,182.7,16.6,male,general_fitness,beginner,Mixed Training,27,120.0,3,Underweight,Senior,58.5
61,95.5,159.6,37.49,male,weight_loss,beginner,Cardio + HIIT,31,250.2,3,Obese,Senior,73.5
39,124.6,164.8,45.88,female,flexibility,intermediate,Yoga + Stretching,57,339.1,5,Obese,Adult,127.5
47,119.5,181.0,36.48,female,muscle_gain,intermediate,Strength Training,47,428.3,4,Obese,Middle-aged,122.5
62,68.6,180.0,21.17,male,weight_loss,advanced,Cardio + HIIT,55,316.9,6,Normal,Senior,158.2
37,117.4,175.3,38.2,female,general_fitness,beginner,Mixed Training,28,290.8,4,Obese,Adult,76.1
38,45.0,167.5,16.04,female,weight_loss,beginner,Cardio + HIIT,31,133.9,4,Underweight,Adult,61.9
17,46.5,195.6,12.15,female,general_fitness,intermediate,Mixed Training,53,240.6,5,Underweight,Young,116.6
42,96.2,167.0,34.49,male,weight_loss,beginner,Cardio + HIIT,37,334.6,3,Obese,Middle-aged,84.5
57,76.0,172.8,25.45,male,endurance,beginner,Running + Cycling,34,279.4,4,Overweight,Senior,77.9
17,77.8,183.9,23.0,male,weight_loss,beginner,Cardio + HIIT,42,348.0,3,Normal,Young,87.0
41,93.0,177.2,29.62,female,muscle_gain,intermediate,Strength Training,40,293.0,4,Overweight,Middle-aged,115.3
32,61.3,167.3,21.9,male,endurance,beginner,Running + Cycling,28,212.4,3,Normal,Adult,68.2
55,63.0,171.8,21.34,male,weight_loss,intermediate,Cardio + HIIT,55,303.2,4,Normal,Senior,123.8
48,86.2,189.7,23.95,male,muscle_gain,beginner,Strength Training,40,261.5,4,Normal,Middle-aged,79.2
24,109.1,163.9,40.61,male,muscle_gain,beginner,Strength Training,42,393.3,4,Obese,Young,87.0
58,97.7,157.1,39.59,female,weight_loss,intermediate,Cardio + HIIT,47,394.9,5,Obese,Senior,122.5
63,70.3,165.7,25.6,male,flexibility,beginner,Yoga + Stretching,34,99.8,4,Overweight,Senior,60.0
54,81.6,192.5,22.02,female,muscle_gain,intermediate,Strength Training,55,329.1,5,Normal,Middle-aged,126.4
44,59.5,154.4,24.96,female,endurance,beginner,Running + Cycling,35,242.1,3,Normal,Middle-aged,74.7
57,51.3,199.6,12.88,male,muscle_gain,intermediate,Strength Training,45,166.4,5,Underweight,Senior,105.1
41,111.5,177.1,35.55,male,muscle_gain,beginner,Strength Training,25,219.5,3,Obese,Middle-aged,67.4
50,67.6,199.2,17.04,female,weight_loss,beginner,Cardio + HIIT,36,219.0,3,Underweight,Middle-aged,72.9
40,60.1,196.9,15.5,male,muscle_gain,intermediate,Strength Training,45,214.1,5,Underweight,Middle-aged,109.9
39,103.8,172.6,34.84,male,muscle_gain,advanced,Strength Training,67,553.5,5,Obese,Adult,165.5
28,97.5,159.9,38.13,male,endurance,beginner,Running + Cycling,41,504.7,3,Obese,Adult,86.5
22,98.8,158.2,39.48,female,flexibility,intermediate,Yoga + Stretching,40,205.5,5,Obese,Young,106.6
51,64.5,162.0,24.58,female,muscle_gain,intermediate,Strength Training,47,226.1,5,Normal,Middle-aged,112.1
60,64.8,185.5,18.83,male,weight_loss,intermediate,Cardio + HIIT,47,258.9,5,Normal,Senior,115.4
35,63.8,163.6,23.84,male,weight_loss,advanced,Cardio + HIIT,65,404.3,5,Normal,Adult,164.5
16,59.8,167.1,21.42,male,weight_loss,beginner,Cardio + HIIT,38,243.1,4,Normal,Young,76.3
23,100.7,172.4,33.88,female,weight_loss,advanced,Cardio + HIIT,64,667.0,6,Obese,Young,164.0
61,117.1,195.7,30.58,male,muscle_gain,beginner,Strength Training,39,321.6,3,Obese,Senior,84.7
31,106.6,159.5,41.9,female,weight_loss,beginner,Cardio + HIIT,31,328.8,4,Obese,Adult,81.4
29,112.3,150.3,49.71,male,weight_loss,advanced,Cardio + HIIT,61,688.5,5,Obese,Adult,162.5
27,79.4,153.0,33.92,female,weight_loss,intermediate,Cardio + HIIT,49,394.9,4,Obese,Adult,123.5
38,100.6,195.2,26.4,male,weight_loss,intermediate,Cardio + HIIT,43,415.3,5,Overweight,Adult,120.5
30,75.1,182.4,22.57,female,weight_loss,intermediate,Cardio + HIIT,57,428.1,4,Normal,Adult,127.5
43,89.7,163.7,33.47,male,weight_loss,intermediate,Cardio + HIIT,49,411.0,4,Obese,Middle-aged,123.5
49,85.9,158.9,34.02,female,muscle_gain,beginner,Strength Training,43,278.6,4,Obese,Middle-aged,82.4
17,60.0,164.7,22.12,male,muscle_gain,intermediate,Strength Training,53,282.2,5,Normal,Young,120.7
47,77.9,155.7,32.13,male,weight_loss,beginner,Cardio + HIIT,37,263.7,4,Obese,Middle-aged,77.9
38,126.9,197.1,32.67,male,muscle_gain,advanced,Strength Training,69,700.5,5,Obese,Adult,166.0
37,66.1,189.2,18.47,female,muscle_gain,advanced,Strength Training,70,372.1,5,Underweight,Adult,166.0
40,56.4,173.1,18.82,female,weight_loss,beginner,Cardio + HIIT,26,139.3,4,Normal,Middle-aged,59.9
37,80.6,193.2,21.59,male,weight_loss,intermediate,Cardio + HIIT,43,334.4,5,Normal,Adult,120.5
37,112.2,162.5,42.49,female,muscle_gain,beginner,Strength Training,45,406.0,4,Obese,Adult,88.5
64,94.5,185.9,27.34,female,endurance,beginner,Running + Cycling,42,411.8,3,Overweight,Senior,87.0
57,102.9,192.8,27.68,female,weight_loss,advanced,Cardio + HIIT,71,632.0,6,Overweight,Senior,166.0
21,61.1,167.8,21.7,female,weight_loss,beginner,Cardio + HIIT,34,217.1,3,Normal,Young,71.7
30,97.6,187.9,27.64,female,general_fitness,intermediate,Mixed Training,60,536.8,5,Overweight,Adult,129.0
58,72.5,164.8,26.69,male,weight_loss,advanced,Cardio + HIIT,63,392.8,5,Overweight,Senior,163.5
52,115.9,164.9,42.62,female,weight_loss,advanced,Cardio + HIIT,69,711.7,5,Obese,Middle-aged,166.0
48,98.5,155.4,40.79,female,general_fitness,intermediate,Mixed Training,51,419.0,5,Obese,Middle-aged,124.5
23,61.9,172.0,20.92,female,flexibility,intermediate,Yoga + Stretching,60,192.2,4,Normal,Young,115.2
59,50.5,186.5,14.52,male,muscle_gain,intermediate,Strength Training,48,172.7,4,Underweight,Senior,107.3
59,48.6,197.0,12.52,male,muscle_gain,advanced,Strength Training,68,235.5,6,Underweight,Senior,156.6
20,76.6,180.2,23.59,male,weight_loss,intermediate,Cardio + HIIT,52,418.2,5,Normal,Young,125.0
54,67.6,193.2,18.11,female,weight_loss,intermediate,Cardio + HIIT,45,267.7,4,Underweight,Middle-aged,115.3
19,99.9,191.1,27.36,female,endurance,beginner,Running + Cycling,43,566.5,3,Overweight,Young,87.5
21,87.4,158.7,34.7,male,weight_loss,beginner,Cardio + HIIT,28,255.7,3,Obese,Young,72.6
60,67.6,174.3,22.25,female,muscle_gain,intermediate,Strength Training,59,282.5,5,Normal,Senior,123.8
47,57.7,155.8,23.77,female,general_fitness,advanced,Mixed Training,71,343.6,5,Normal,Middle-aged,166.0
45,55.8,184.1,16.46,female,general_fitness,advanced,Mixed Training,73,345.4,5,Underweight,Middle-aged,166.0
62,118.5,197.5,30.38,male,weight_loss,advanced,Cardio + HIIT,57,567.4,6,Obese,Senior,160.5
50,65.7,156.9,26.69,female,endurance,intermediate,Running + Cycling,53,391.7,5,Overweight,Middle-aged,125.5
55,100.4,186.7,28.8,male,muscle_gain,advanced,Strength Training,71,519.8,6,Overweight,Senior,166.0
31,113.9,181.6,34.54,female,general_fitness,advanced,Mixed Training,67,696.0,6,Obese,Adult,165.5
28,97.2,179.2,30.27,male,weight_loss,intermediate,Cardio + HIIT,48,471.2,5,Obese,Adult,123.0
57,118.1,169.5,41.11,male,weight_loss,beginner,Cardio + HIIT,25,255.4,3,Obese,Senior,71.0
45,78.4,167.8,27.84,female,weight_loss,intermediate,Cardio + HIIT,56,406.1,4,Overweight,Middle-aged,127.0
34,126.3,152.3,54.45,male,muscle_gain,advanced,Strength Training,70,722.0,5,Obese,Adult,166.0
32,56.3,160.9,21.75,male,muscle_gain,beginner,Strength Training,42,195.1,4,Normal,Adult,73.5
34,53.7,150.8,23.61,female,flexibility,advanced,Yoga + Stretching,56,147.4,6,Normal,Adult,141.7
43,101.0,179.1,31.49,male,endurance,beginner,Running + Cycling,38,448.6,4,Obese,Middle-aged,85.0
41,125.1,155.3,51.87,male,weight_loss,intermediate,Cardio + HIIT,56,662.0,4,Obese,Middle-aged,127.0
52,113.8,193.7,30.33,male,muscle_gain,intermediate,Strength Training,42,354.5,5,Obese,Middle-aged,120.0
41,51.5,176.2,16.59,male,weight_loss,intermediate,Cardio + HIIT,41,199.5,5,Underweight,Middle-aged,106.4
38,68.7,185.0,20.07,male,general_fitness,intermediate,Mixed Training,47,284.1,5,Normal,Adult,117.9
24,124.1,170.5,42.69,male,general_fitness,advanced,Mixed Training,56,656.2,5,Obese,Young,160.0
